"Date","y0.25","y0.5","y1","y2","y3","y4","y5","y6","y7","y8","y9","y10","y11","y12","y13","y14","y15"
20120330,0.07,0.15,0.2351,0.353,0.5569,0.8098,1.0854,1.3655,1.6378,1.8947,2.1315,2.3459,2.537,2.7054,2.852,2.9783,3.086
20120629,0.09,0.16,0.259,0.3214,0.4387,0.593,0.7704,0.9602,1.154,1.3459,1.5314,1.7073,1.8715,2.0227,2.1603,2.2841,2.3941
20120928,0.1,0.14,0.2013,0.2207,0.318,0.4682,0.6522,0.8553,1.0663,1.2771,1.4818,1.676,1.8572,2.0236,2.1744,2.3092,2.4284
20121231,0.05,0.11,0.1943,0.2485,0.3756,0.5505,0.7539,0.9715,1.1928,1.4102,1.6183,1.8137,1.9941,2.1585,2.3063,2.4378,2.5536
20130328,0.07,0.11,0.177,0.2398,0.3785,0.5669,0.785,1.0179,1.2546,1.487,1.7097,1.919,2.1125,2.2889,2.448,2.5897,2.7147
20130628,0.04,0.1,0.1925,0.3866,0.7144,1.071,1.4126,1.7231,1.9989,2.2414,2.4536,2.639,2.8007,2.9416,3.0642,3.1706,3.2626
20130930,0.02,0.04,0.1231,0.3385,0.6743,1.0492,1.4196,1.7636,2.0722,2.3432,2.5781,2.78,2.9528,3.1003,3.2262,3.3336,3.4255
20131231,0.07,0.1,0.1511,0.3953,0.8306,1.3095,1.7627,2.1628,2.5029,2.7859,3.0189,3.2097,3.3658,3.494,3.5996,3.6873,3.7606
20140331,0.05,0.07,0.1215,0.4393,0.9157,1.3738,1.764,2.0826,2.3399,2.5483,2.7188,2.86,2.9785,3.079,3.1653,3.2401,3.3056
20140630,0.04,0.07,0.1279,0.4543,0.8938,1.3028,1.6474,1.929,2.1584,2.3467,2.5031,2.6346,2.7464,2.8426,2.9259,2.9987,3.0629
20140930,0.02,0.03,0.1482,0.617,1.1203,1.5246,1.8308,2.0638,2.2458,2.3922,2.5131,2.6152,2.7028,2.7791,2.846,2.9053,2.9582
20141231,0.04,0.12,0.294,0.7064,1.1185,1.4471,1.6912,1.8696,2.0014,2.1012,2.1795,2.2432,2.2971,2.3442,2.3867,2.4259,2.4627
20150331,0.03,0.14,0.293,0.5825,0.906,1.1869,1.4128,1.5909,1.7322,1.8462,1.9404,2.02,2.0888,2.1493,2.2034,2.2523,2.2969
20150630,0.01,0.11,0.3184,0.6519,1.0306,1.3759,1.6653,1.8993,2.0862,2.2358,2.3571,2.4572,2.5417,2.6147,2.6793,2.7377,2.7915
20150930,-0.01,0.08,0.3534,0.6531,0.9378,1.1944,1.4187,1.6115,1.7756,1.9152,2.0341,2.1362,2.2247,2.3025,2.3719,2.4347,2.4924
20151231,0.16,0.48,0.7898,1.0755,1.3501,1.5921,1.7961,1.9638,2.1003,2.2112,2.302,2.3775,2.4417,2.4976,2.5477,2.5938,2.6373
20160331,0.21,0.38,0.5983,0.7329,0.9011,1.0773,1.2469,1.4026,1.5413,1.6625,1.7676,1.8582,1.9366,2.005,2.0656,2.1201,2.1702
20160630,0.26,0.35,0.4975,0.5951,0.738,0.8913,1.0372,1.1681,1.2819,1.3793,1.4626,1.5344,1.5972,1.6534,1.705,1.7536,1.8005
20160930,0.28,0.44,0.658,0.7825,0.9247,1.0646,1.1934,1.3084,1.4099,1.4992,1.5785,1.6495,1.714,1.7734,1.8289,1.8812,1.931
20161230,0.5,0.61,0.8977,1.2018,1.5014,1.7631,1.9786,2.1507,2.2864,2.3932,2.478,2.5466,2.6036,2.6523,2.6955,2.7351,2.7724
20170331,0.75,0.89,1.0551,1.2793,1.5407,1.7756,1.9676,2.119,2.2373,2.3308,2.4064,2.4697,2.5245,2.5737,2.6193,2.6627,2.7046
20170630,1.01,1.12,1.2608,1.3946,1.5719,1.7465,1.9008,2.0303,2.1368,2.2239,2.2957,2.3557,2.4071,2.4522,2.4929,2.5304,2.5658
20170929,1.04,1.18,1.3341,1.481,1.6455,1.8015,1.939,2.0561,2.1541,2.236,2.305,2.3638,2.415,2.4605,2.5018,2.54,2.5762
20171229,1.37,1.5,1.7573,1.8852,2.0033,2.1056,2.1912,2.2613,2.318,2.3638,2.4012,2.432,2.4582,2.4811,2.5019,2.5213,2.5402
20180329,1.7,1.88,2.102,2.2717,2.3985,2.4934,2.5649,2.6192,2.661,2.6938,2.7201,2.7419,2.7606,2.7772,2.7926,2.8071,2.8213
