"yyyymm","rstar","rstar_l95","rstar_u95"
199709,2.37154830885315,1.95993993557613,2.77921842138544
199712,2.35902967183948,1.9436295714048,2.7645594244207
199803,2.35486704960127,1.94054914654202,2.75660220470784
199806,2.34642647137649,1.93077133496264,2.75311250361887
199809,2.33481895452377,1.91827465675858,2.7404626075542
199812,2.32820284525246,1.91016155895197,2.73240435039777
199903,2.32962637774025,1.91243949890478,2.73115788178559
199906,2.3338566334305,1.91414430655474,2.73962567048726
199909,2.33716402359625,1.92068160875056,2.74599186065111
199912,2.33974424088272,1.9225208314207,2.74848231115424
200003,2.33740351599301,1.91914249394528,2.741216100156
200006,2.32074878336343,1.90189464157313,2.73284724333058
200009,2.30072609974938,1.87816173741217,2.71236681875465
200012,2.27913103301025,1.85629795992133,2.69686871313438
200103,2.25912551853211,1.8382038811131,2.67180558051184
200106,2.25987117742074,1.83577792066854,2.68114808066115
200109,2.25790541072452,1.82891690326902,2.68757263516973
200112,2.25664476159516,1.82198069115454,2.69220095671224
200203,2.26378204318268,1.82555703796748,2.69986792463377
200206,2.2437482707211,1.80106014437628,2.68685138843031
200209,2.21500671723528,1.76796019761255,2.66369337917655
200212,2.19060193876734,1.7385979684404,2.64498670274371
200303,2.16576871109394,1.71188604097417,2.6231686988408
200306,2.1379938717176,1.68043936170244,2.59765635261358
200309,2.11775815353212,1.65736881613802,2.58124419638551
200312,2.09006184018328,1.62750331993918,2.55853877718274
200403,2.0547784339801,1.59308872616323,2.52220550568828
200406,2.02677134214097,1.56050499193838,2.497983164483
200409,1.98449643976742,1.51956262925069,2.45971792396261
200412,1.94138996837511,1.47399279229542,2.4177820313016
200503,1.8969600169902,1.43260628214932,2.37176269329198
200506,1.86482689061706,1.39627476715858,2.34428479995688
200509,1.83281088172272,1.36727331719064,2.31234994702311
200512,1.81182053113565,1.34432770166613,2.29160170795819
200603,1.78726918995493,1.32346153969014,2.26546451564465
200606,1.77085740861426,1.3053579679748,2.25296383054182
200609,1.74591458095435,1.27501277563042,2.23483771142367
200612,1.72373709209073,1.25111314290052,2.21534097836101
200703,1.69899918332141,1.2252075966834,2.19184097902044
200706,1.68392233328052,1.20619883519276,2.18676563260912
200709,1.66722578169013,1.18658117017659,2.17904684072835
200712,1.64346814516865,1.15452942267837,2.16393269364678
200803,1.62599711871443,1.12766776210098,2.15240515046906
200806,1.60485259615071,1.09961865233464,2.14674148542621
200809,1.57866711117023,1.0707561943836,2.13781923574289
200812,1.55566116302809,1.03767593031929,2.12906308240914
200903,1.52444972634517,0.997327673531887,2.11231635704997
200906,1.50407827839988,0.969100975025967,2.10981358787639
200909,1.47957966338685,0.939115942014589,2.09961029486952
200912,1.45573906389079,0.907462164058131,2.09384096751869
201003,1.43736194747424,0.880280295525699,2.09118742650353
201006,1.40910629017325,0.841534849072933,2.07970815351741
201009,1.37439591494962,0.796236044866928,2.0622863982799
201012,1.35047883431885,0.763348212035072,2.05569665288957
201103,1.33322263409009,0.735744591135031,2.04905909818111
201106,1.30207607467861,0.693796556034569,2.03362638938074
201109,1.26435082497338,0.643643970240178,2.01141968940881
201112,1.22930773763189,0.595978033418566,1.99349405479213
201203,1.19863980374265,0.556110159895876,1.9829312690269
201206,1.18030519942418,0.528194125696854,1.9751040242611
201209,1.16310929280007,0.505949029297742,1.97000620405851
201212,1.14942834120803,0.484667407991234,1.96865639841447
201303,1.14258868350664,0.475192930408355,1.97227883977785
201306,1.1366618337072,0.464878246759769,1.9779623745468
201309,1.13805967014125,0.461223470920086,1.98847370072702
201312,1.13093823884169,0.450054669592728,1.99272609574576
201403,1.12126402160635,0.436935518716643,1.98840055086921
201406,1.1068689986915,0.419215934433843,1.98849621983295
201409,1.09546084403567,0.400664447536496,1.98660010961604
201412,1.08269235569969,0.383389436329701,1.98450518322658
201503,1.06977043624604,0.365769998487188,1.98176439181021
201506,1.05863174201553,0.351222386943122,1.97426208982335
201509,1.04693996638779,0.332104672341135,1.96671149464265
201512,1.03370333269142,0.318156078763545,1.96473223283216
201603,1.017670830285,0.299561687524679,1.9565167794183
201606,1.00337127671806,0.276268893948668,1.94896262797222
201609,0.992478385671395,0.259726516937419,1.94796242010313
201612,0.996383915316186,0.260158126044351,1.95295286183869
201703,0.993218360955061,0.255649646275328,1.96178647022456
201706,0.990717933003026,0.247738475904906,1.96579052717589
201709,0.986522716861912,0.235657719038417,1.96447780025598
201712,0.982362063092858,0.22698361296593,1.96622941902661
201803,0.983928906666494,0.223626300967543,1.97051914941208
