"yyyymm","date","pi","tb3m","rr","g","ga","gma","lfg","lfga","lfgma","rstar"
196003,1960-01-01,1.66469581818416,3.87333333333333,2.20863751514917,8.81292622284207,4.80544979895488,4.04288628066585,-1.08789949601125,1.04546367885661,0.729472514868297,NA
196006,1960-04-01,1.79150536892472,2.99333333333333,1.20182796440862,-1.52083631494051,2.02265836272169,3.70696644896201,3.97008780571717,-0.307943669263189,0.60905903472352,NA
196009,1960-07-01,1.58217845496185,2.36,0.777821545038153,0.994741271911437,2.46411640686119,3.35366808410643,-0.580179552568438,0.483877369517582,0.340592853860011,NA
196012,1960-10-01,1.48500166811272,2.30666666666667,0.821664998553949,-4.87165067564632,0.853795126041668,3.04059682262819,-4.56953834312017,-0.566882396495672,0.165768196967502,NA
196103,1961-01-01,1.53387722006406,2.35,0.816122779935939,2.71055646459644,-0.67179731351974,2.97246018795332,-2.1774537225685,-0.839270953134985,0.00927341173427187,NA
196106,1961-04-01,1.00545225728088,2.30333333333333,1.29788107605245,7.36724035032736,1.55022185279723,2.98466667360817,-4.62688376294018,-2.98851384529932,-0.15780915304541,NA
196109,1961-07-01,0.986623609935444,2.30333333333333,1.31670972339789,6.61454715635443,2.95517332390798,2.94614874094492,2.84462254174649,-2.13231332172059,0.0331589340659999,NA
196112,1961-10-01,0.652779442597984,2.46,1.80722055740202,8.02587907153338,6.1795557607029,3.12468301329298,3.87093153223645,-0.0221958528814348,0.0953940492988536,NA
196203,1962-01-01,0.909531910204997,2.72333333333333,1.81380142312834,7.14041399416132,7.28702014309413,3.19803145238052,4.09758189167242,1.5465630506788,0.152425100809035,NA
196206,1962-04-01,1.26555530644921,2.71666666666667,1.45111136021746,4.28688442693428,6.51693116224585,3.2843501830647,2.1105025993883,3.23090964126092,0.309382229169337,NA
196209,1962-07-01,1.16270614197442,2.84,1.67729385802558,3.79220134396476,5.81134470914844,3.30708740870461,-2.10374201696411,1.99381850158327,0.224586434851091,NA
196212,1962-10-01,1.34657712886996,2.81333333333333,1.46675620446337,1.54925995523811,4.19218993007462,3.02289907003665,-2.82231195132177,0.320507630693712,-0.0867699107524089,NA
196303,1963-01-01,1.18952921982354,2.90666666666667,1.71713744684313,4.42638242261424,3.51368203718785,2.9491789765962,3.01831915343911,0.0506919461353839,-0.0609665562878714,NA
196306,1963-04-01,0.982986284031906,2.94,1.95701371596809,5.18076687866369,3.7371526501202,3.00095566843949,2.50581803630396,0.1495208053643,0.0154564729538453,NA
196309,1963-07-01,1.19702269406941,3.29333333333333,2.09631063926393,7.7330922989816,4.72237538887441,3.25048164605045,-0.147757612036514,0.638516906596198,0.100086068265295,NA
196312,1963-10-01,1.27207597695564,3.49666666666667,2.22459068971102,2.8446195102461,5.04621527762641,3.47451370029226,2.12379800319873,1.87504439522632,0.319604946147569,NA
196403,1964-01-01,1.46683091795485,3.53,2.06316908204515,8.55922763537649,6.07942658081697,3.7348377899659,4.82189613550936,2.32593864074389,0.502609840262984,NA
196406,1964-04-01,1.55367775268265,3.47666666666667,1.92298891398402,4.72853989849682,5.96636983577525,3.84259016696848,3.55575423743772,2.58842269102733,0.730263743020272,NA
196409,1964-07-01,1.41632018729059,3.49666666666667,2.08034647937608,5.39667189448352,5.38226473465073,3.86470610241714,2.19257294717856,3.17350533083109,0.823338584312063,NA
196412,1964-10-01,1.38228478418498,3.68333333333333,2.30104854914835,1.41586013940582,5.02507489194066,3.70710689237068,2.52350396248566,3.27343182065283,0.81636410862127,NA
196503,1965-01-01,1.22140026359259,3.89,2.66859973640741,9.74566186329042,5.32168344891915,3.66925067119149,4.90393615827038,3.29394182634308,0.755241487633729,NA
196506,1965-04-01,1.49417721305891,3.87333333333333,2.37915612027442,5.43136181249722,5.49738892741924,3.6435666361387,5.17888743591541,3.69972512596251,0.780373839712896,NA
196509,1965-07-01,1.52836311331814,3.86666666666667,2.33830355334852,8.04267038341209,6.15888854965139,3.71105965079922,-0.694236435491291,2.97802278029504,0.612466173758914,NA
196512,1965-10-01,1.49663508955484,4.16666666666667,2.67003157711182,9.32387387933744,8.13589198463429,3.8841587344429,4.13495583597694,3.38088574866786,0.603980212536523,NA
196603,1966-01-01,1.95261743094752,4.61,2.65738256905248,9.75751910011269,8.13885629383986,4.16675789578713,3.95029610474182,3.14247573528572,0.729669852012576,NA
196606,1966-04-01,2.26836796916552,4.58666666666667,2.31829869750115,1.63458482010128,7.18966204574087,4.1255066705305,2.84360656311655,2.55865551708601,0.772997690163946,NA
196609,1966-07-01,2.66302996805345,5.04333333333333,2.38030336527988,2.83932380314553,5.88882540067424,4.20467107299701,0.773706509169614,2.92564125325123,0.833429350790418,NA
196612,1966-10-01,3.12915879100224,5.21,2.08084120899776,3.41477273914848,4.41155011562699,4.12777839299567,-0.896654810377484,1.66773859166263,0.838054009210198,NA
196703,1967-01-01,2.6485169604884,4.51333333333333,1.86481637284493,3.65546597883508,2.88603683530759,4.1549237849759,-0.239857937489774,0.620200081104727,0.83724042400287,NA
196706,1967-04-01,2.30514467258822,3.66,1.35485532741178,0.350742356975786,2.56507621952622,4.18589585897363,-3.97545681221736,-1.08456576272875,0.792689091253296,NA
196709,1967-07-01,2.45704192579588,4.3,1.84295807420412,3.43821094811148,2.7147980057677,4.17492356612597,2.45918280722179,-0.663196688215706,0.862411506186493,NA
196712,1967-10-01,2.53737098206797,4.75333333333333,2.21596235126537,3.20692610680666,2.66283634768225,4.35813530377289,1.82375818470248,0.0169065605542862,1.14367507134248,NA
196803,1968-01-01,3.29463789427322,5.05,1.75536210572678,8.04143934394617,3.75932968896002,4.82183343064171,0.350243887348967,0.164432016763971,1.42348738863123,NA
196806,1968-04-01,3.83445324043361,5.52,1.68554675956639,6.69840742999313,5.34624595721436,4.92353022809782,3.07143164424843,1.92615413088042,1.59061542069415,NA
196809,1968-07-01,3.94652799980011,5.19666666666667,1.25013866686656,2.87069187328655,5.20436618850812,4.76673922122215,2.21243536231768,1.86446726965439,1.57277152649751,NA
196812,1968-10-01,4.20032519524796,5.58666666666667,1.38634147141871,1.77639517327535,4.8467334551253,4.57993405168615,2.33888753655016,1.99324960761631,1.47795906080731,NA
196903,1969-01-01,4.12706160783376,6.09333333333333,1.96627172549957,6.1717994310321,4.37932347689678,4.54990109904575,5.70194606281191,3.33117515148205,1.46816111742592,NA
196906,1969-04-01,4.38544848818321,6.19666666666667,1.81121817848346,1.28082561612217,3.02492802342904,4.341663503699,0.836764520123623,2.77250837045084,1.25448730047411,NA
196909,1969-07-01,4.57784733779198,7.02333333333333,2.44548599554135,2.49578610914867,2.93120158239457,4.42333542904388,1.166172954796,2.51094276857042,1.37732821703629,NA
196912,1969-10-01,4.62385712605156,7.35333333333333,2.72947620728178,-1.74988418667468,2.04963174240707,4.34034746318622,-1.94947464264672,1.4388522237712,1.3377538329468,NA
197003,1970-01-01,4.7971648216723,7.21,2.4128351783277,-0.709529772468187,0.329299441531994,4.10228606330346,-2.10230590611431,-0.512210768460353,1.31239367269423,NA
197006,1970-04-01,4.62691383672387,6.67666666666667,2.0497528299428,0.707154604005922,0.185881688502931,4.15798583627712,-3.93642540815193,-1.70550825052924,1.1147308423475,NA
197009,1970-07-01,4.3729621624697,6.32666666666667,1.95370450419697,3.52781982893831,0.443890118450341,4.22131280020279,-2.67430017044958,-2.66562653184064,1.06237782690047,NA
197012,1970-10-01,4.51050814907701,5.35333333333333,0.842825184256325,-4.13564772350128,-0.15255076575631,4.23971287400642,-3.84908688002135,-3.14052959118429,1.08038911347794,NA
197103,1971-01-01,4.30312848045542,3.84,-0.463128480455421,10.5694413420785,2.66719201288037,4.43618499594347,1.93222321090509,-2.13189731192944,1.18313103681478,NA
197106,1971-04-01,4.33461648232667,4.25,-0.0846164823266697,2.27625889805054,3.05946808639153,4.30891045963655,2.34765301079811,-0.560877707191931,1.35749445615824,NA
197109,1971-07-01,4.34642346375411,5.01,0.663576536245888,3.11515084967553,2.95630084157583,4.22142555196958,-1.08696544119802,-0.16404402487904,1.25920475658463,NA
197112,1971-10-01,3.67701193989269,4.23,0.552988060107307,1.16655410349651,4.28185129832528,4.04994242776866,4.04141619292666,1.80858174335796,1.26346687310188,1.24063947168813
197203,1972-01-01,3.78598611574836,3.43666666666667,-0.349319449081697,7.11344301963521,3.41785171771445,4.0492681534055,5.30997124116759,2.65301875092359,1.29377660683926,0.897223395787847
197206,1972-04-01,3.23046702895917,3.77,0.539532971040828,9.15722422588559,5.13809304967321,4.17102664837929,1.97911669581607,2.56088467217808,1.29049195924996,1.31204020942913
197209,1972-07-01,3.12637121850208,4.22,1.09362878149792,3.66951284479526,5.27668354845314,4.16795943590005,3.07363177518027,3.60103397627265,1.41992630405356,1.4019973650692
197212,1972-10-01,3.3183114243768,4.86333333333333,1.54502190895654,6.58789467327949,6.63201869089889,4.29392530385108,3.5969995098899,3.48992980551346,1.58040909058386,1.46288082738732
197303,1973-01-01,3.46818992707938,5.7,2.23181007292062,9.72804208811624,7.28566845801915,4.42646679548863,5.33556819680641,3.49632904442316,1.63834031666804,1.67112911383535
197306,1973-04-01,4.79613753139554,6.60333333333333,1.80719580193779,4.50952594969181,6.1237438889707,4.40968577226434,4.27909200003178,4.07132287047709,1.68267216576123,1.58092681674495
197309,1973-07-01,5.72411895867022,8.32333333333333,2.59921437466311,-2.17951734243798,4.66148634216239,4.16187053122885,2.28053047162255,3.87304754458766,1.74337936785271,1.87290600012809
197312,1973-10-01,6.93951279596061,7.5,0.560487204039388,3.71240180786145,3.94261312580788,4.18356508866923,2.35736618672959,3.56313921379758,1.74921857244098,1.33870992903556
197403,1974-01-01,8.66597595457819,7.61666666666667,-1.04930928791152,-3.33644689846508,0.67649087916255,3.88617322532319,-0.0336591728459013,2.22083237138451,1.6278296897321,0.991619086189476
197406,1974-04-01,9.55151806190169,8.15333333333333,-1.39818472856835,1.05019386415464,-0.188342142221742,3.79421457446464,-0.786185849046106,0.954512909115035,1.51928118757001,0.756180575104062
