"yyyymm","date","pi","tb3m","rr","g","ga","gma","lfg","lfga","lfgma","rstar","rstar.lb","rstar.ub","rr.cycle"
198612,1986-10-01,1.69308339188019,5.35333333333333,3.66024994145314,2.0656687952588,2.89855364403433,3.25698896480914,2.93570749255778,1.07593168066868,2.04329713548772,1.8813934508752,-0.729035847700963,4.12539296161057,1.77885649057809
198703,1987-01-01,1.91262270113874,5.53666666666667,3.62404396552792,2.78718608074442,2.67276206713412,3.21098889062611,4.59769870977631,2.19016491630812,2.05850087176772,1.86830945060274,-0.734341576557026,4.13344093107595,1.75573451492567
198706,1987-04-01,2.97983602948566,5.65666666666667,2.67683063718101,4.46506198100138,3.33101458634175,3.1282519639611,2.47993290527155,3.04264084985819,1.89855596750727,1.80865892037558,-0.759950011565675,4.08639684308244,0.868171716805108
198709,1987-07-01,3.40641868569449,6.04333333333333,2.63691464763884,3.6114830642525,3.23234998031428,3.04317148931064,2.50545048033359,3.12969739698481,1.88332059137197,1.78939873122557,-0.770406633199117,4.08936113872343,0.84751591641332
198712,1987-10-01,3.68641428037551,5.86333333333333,2.17691905295783,6.54828437154578,4.35300387438602,3.20582839871138,4.0499596199016,3.40826042882076,1.88343556575612,1.79459823922366,-0.76951889833725,4.09090645492687,0.382320813734133
198803,1988-01-01,3.52869067951014,5.72333333333333,2.1946426538232,2.2432463389535,4.21701893893829,3.22717559674057,0.269142790399002,2.32612144897644,1.838428586753,1.79612016569038,-0.763013714858635,4.10692585871708,0.398522488132682
198806,1988-04-01,3.68178281906921,6.21,2.52821718093079,5.2505174369557,4.41338280292687,2.97700239125085,5.4778904811176,3.07561084293795,1.695714450504,1.72933778129932,-0.809511054514876,4.05811968310069,0.798879399631499
198809,1988-07-01,3.97153383116002,7.01,3.03846616883998,2.30222955946573,4.08606942673018,2.93724173436217,0.782143520619272,2.64478410300937,1.63423676819676,1.71320327107987,-0.829015048502422,4.05896674459124,1.32526289776017
198812,1988-10-01,4.09496677616055,7.72666666666667,3.63169989050612,5.26360422480465,3.7648993900449,2.93560059473917,4.60864930939948,2.78445652538384,1.64152270826762,1.72137633961625,-0.794152911826554,4.06878758736993,1.91032355088994
198903,1989-01-01,4.43306922567821,8.54,4.10693077432179,4.01474064471188,4.20777296648449,3.01612055456378,3.70095489195812,3.64240955077362,1.66447952294579,1.73967967714776,-0.776761755908956,4.08288973222846,2.36725109717448
198906,1989-04-01,4.65507572719712,8.41,3.75492427280288,3.13307697103866,3.67841285000523,3.08234855703867,1.06655790808183,2.53957640751468,1.66105829166582,1.75145885233051,-0.753981576850322,4.10423741539111,2.0034654204722
198909,1989-07-01,3.99867847682991,7.84333333333333,3.84465485650342,2.97491109799424,3.84658323463736,3.08517351255164,1.467796779826,2.71098972231636,1.61510392211191,1.73993006186162,-0.79949630633495,4.05790974630161,2.10472479464188
198912,1989-10-01,3.7800888057725,7.65333333333333,3.87324452756084,0.845435846257203,2.7420411400005,3.08045448018573,0.0171856371064649,1.56312380424311,1.58138082566706,1.73239191112285,-0.79386103675285,4.04102235294587,2.1408526164375
