"yyyymm","date","pi","tb3m","pistar.ptr","rstar","rstar.lb","rstar.ub","earr","eprr","pistar","pistar.lb","pistar.ub","pihat"
198312,1983-10-01,2.64253652717112,8.8,6.25,1.2428674910252,-0.119012326019627,2.31334306253368,4.86317898064744,6.15746347282888,6.14159387505298,5.94841867201676,6.33346680873743,3.31780443011215
198403,1984-01-01,4.28437751705637,9.17,6.18,1.24343844116494,-0.119052125717134,2.31281993182525,4.77250968705087,4.88562248294363,6.06755414119701,5.87400515794886,6.25967561414003,4.11710284633905
198406,1984-04-01,3.86035116459968,9.79666666666667,6.102458508,1.24547597539689,-0.114554486949214,2.3171227476223,5.50227600989556,5.93631550206698,5.92704301209165,5.73417994280749,6.1193312715986,3.94180076116903
198409,1984-07-01,3.08690092527684,10.32,5.649999,1.24634643427598,-0.115356003895832,2.31870998076263,6.18760102529025,7.23309907472316,5.67162065430106,5.48148093915823,5.86253504062781,3.40413186980784
198412,1984-10-01,2.48285079042745,8.80333333333333,5.3,1.24124992232838,-0.121755982657359,2.31334261728397,5.42829684402791,6.32048254290588,5.39940942632932,5.20779022277212,5.59123343547811,2.93862062154426
198503,1985-01-01,4.75564338303052,8.18333333333333,4.953389831,1.23609759156511,-0.12585711481945,2.30911709726731,4.23768131979052,3.42768995030282,5.20759997089263,5.01432613414315,5.40293058196845,4.11991172524222
198506,1985-04-01,3.35585370619498,7.46,5.0749995,1.23122104939996,-0.129537514652472,2.30449862793809,3.98741052409523,4.10414629380502,5.15744840653377,4.96496722708564,5.34977906029101,3.37423075430285
198509,1985-07-01,3.17566533580234,7.10666666666667,5.295,1.22748531217914,-0.130854450917387,2.30257548694541,3.73917584048901,3.93100133086433,5.16512191048749,4.97436372232846,5.35643004116097,3.07798243628346
198512,1985-10-01,2.73199586291142,7.16666666666667,5.211310475,1.2257472065989,-0.132626816673296,2.30344943244402,3.89505842273421,4.43467080375525,5.10057554702239,4.90973238491831,5.29155409422565,2.81697498613063
198603,1986-01-01,2.85443040362701,6.89666666666667,4.877118119,1.22379335534082,-0.13596741201099,2.30094774280449,3.87058091905464,4.04223626303966,4.96480650462981,4.77370673779398,5.15582444193842,2.53227742784987
198606,1986-04-01,-0.483193761055745,6.14,4.851427912,1.22079196865557,-0.138898328183742,2.29839543775556,4.37824133355807,6.62319376105574,4.86426470211479,4.67321885225395,5.05547715681711,0.632622272232292
198609,1986-07-01,2.02826500846598,5.52333333333333,4.718851951,1.21501596217279,-0.143691180537128,2.29519745640634,3.22113995777971,3.49506832486735,4.80129565867912,4.60921535216416,4.9927912455077,1.90794961017472
