"yyyymm","date","pi","tb3m","rr","rstar.mcmc","rstar.lb","rstar.ub"
200812,2008-10-01,1.46165899836719,0.296666666666667,-1.16499233170052,0.866239366270711,-2.28714576715816,4.21376632079642
200903,2009-01-01,0.0420192790632434,0.213333333333333,0.17131405427009,0.882556484616538,-2.27138670552381,4.23048927933766
200906,2009-04-01,-0.550540919287013,0.173333333333333,0.723874252620346,0.882977554216517,-2.26546430203817,4.26262724029013
200909,2009-07-01,-0.935555867285487,0.156666666666667,1.09222253395215,0.884200422902469,-2.27068954831802,4.25612650365339
200912,2009-10-01,1.18828935525492,0.0566666666666667,-1.13162268858826,0.839789172286012,-2.31863982470275,4.234764946778
201003,2010-01-01,2.09522289068964,0.106666666666667,-1.98855622402297,0.819771774037842,-2.31938211016438,4.21113605970192
201006,2010-04-01,1.76004304560626,0.146666666666667,-1.6133763789396,0.818966048886065,-2.328846806764,4.22192116500131
201009,2010-07-01,1.42842830116328,0.156666666666667,-1.27176163449661,0.817645725106897,-2.30375880918095,4.21764537996365
201012,2010-10-01,1.2790482873311,0.136666666666667,-1.14238162066443,0.811033659645543,-2.31797911003273,4.22010880430121
201103,2011-01-01,1.68462274047707,0.126666666666667,-1.5579560738104,0.797828262698107,-2.32862693637642,4.22277180313355
201106,2011-04-01,2.57770401675037,0.0466666666666667,-2.5310373500837,0.773524083985412,-2.34827719903842,4.20436066986804
201109,2011-07-01,2.81045006893894,0.0233333333333333,-2.78711673560561,0.765238567249747,-2.34674061735536,4.21047007777083
201112,2011-10-01,2.6247567237772,0.0133333333333333,-2.61142339044387,0.765113893390569,-2.36027690416735,4.21065051791909
201203,2012-01-01,2.45562893925655,0.0666666666666667,-2.38896227258988,0.763706699782856,-2.35637277356723,4.21632840048571
201206,2012-04-01,1.75429167007968,0.0866666666666667,-1.66762500341301,0.770022537898385,-2.33845853338055,4.22926438522949
201209,2012-07-01,1.55233567542918,0.103333333333333,-1.44900234209585,0.768072795023742,-2.33643282321757,4.22984112882801
201212,2012-10-01,1.74541642947768,0.0866666666666667,-1.65874976281101,0.763366722179174,-2.35474583452381,4.21527793781105
201303,2013-01-01,1.52421625906864,0.0866666666666667,-1.43754959240198,0.76489691253542,-2.34350475476665,4.22785970239613
201306,2013-04-01,1.26193521288807,0.05,-1.21193521288807,0.762949778941068,-2.33965636763026,4.21022311231434
201309,2013-07-01,1.30338566525197,0.0333333333333333,-1.27005233191863,0.759257943081417,-2.36265701044922,4.22604456503297
201312,2013-10-01,1.19595828274184,0.0633333333333333,-1.1326249494085,0.758431440397192,-2.36127473427576,4.2248513187713
201403,2014-01-01,1.36153599623112,0.0466666666666667,-1.31486932956446,0.750385734788765,-2.3372016535944,4.22364221851226
201406,2014-04-01,1.76218592679378,0.0333333333333333,-1.72885259346045,0.742374064845198,-2.36490040688986,4.20378866681641
201409,2014-07-01,1.68666339023718,0.0266666666666667,-1.65999672357051,0.744334343215491,-2.36842033972397,4.19807669783006
201412,2014-10-01,1.19127125347491,0.0233333333333333,-1.16793792014158,0.749160183457391,-2.3690167648932,4.21285093324382
201503,2015-01-01,0.269301220810636,0.0266666666666667,-0.242634554143969,0.759831843823185,-2.35895876314201,4.23686468084183
201506,2015-04-01,0.250443592757232,0.02,-0.230443592757232,0.754921142446703,-2.35492374127408,4.24454778974125
201509,2015-07-01,0.279175185730907,0.04,-0.239175185730907,0.755168689186631,-2.37528066344177,4.24464939939622
201512,2015-10-01,0.385660494977724,0.123333333333333,-0.262327161644391,0.754232673713714,-2.36678616777249,4.24180985393184
201603,2016-01-01,0.948855772100732,0.286666666666667,-0.662189105434065,0.743655309093617,-2.36737994963373,4.24541108614152
201606,2016-04-01,1.04169029301664,0.256666666666667,-0.785023626349973,0.740574618985301,-2.37212886408201,4.25159553184095
201609,2016-07-01,1.15281142878052,0.296666666666667,-0.856144762113854,0.737740853804733,-2.38181318693962,4.25388568822959
201612,2016-10-01,1.60414419572001,0.43,-1.17414419572001,0.729366941248954,-2.39385377811053,4.24557220805937
201703,2017-01-01,1.99181440483764,0.59,-1.40181440483764,0.728063489238817,-2.4060245515461,4.25255004351921
201706,2017-04-01,1.54202245896959,0.89,-0.652022458969594,0.738642986176731,-2.40009720365354,4.24519427888038
201709,2017-07-01,1.48781273610803,1.03666666666667,-0.451146069441363,0.740845204206968,-2.40695540032812,4.25284193855771
201712,2017-10-01,1.66758169033434,1.20666666666667,-0.460915023667674,0.741197100529198,-2.41295030602123,4.26479646993541
201803,2018-01-01,1.74000408153985,1.56,-0.180004081539848,0.745989121156112,-2.40452254268958,4.26814741027994
